user_id,payment_date,location,software_name,is_enterprise_customer,revenue_amount
NntDesROB4ANrudTCXEScA==,2022-10-23,USA,Main App,True,10
khcXBLZp/9H87W8MO335yw==,2023-01-09,APAC,Customer Success,False,10
LyzAeLEV4bMSX3XMM7ZrcA==,2022-08-03,EMEA,Customer Success,False,10
ABuPH1LovAomZwU+2iw0Lw==,2022-10-09,USA,Marketing Automation,False,15
FgwYf9VO+gnaxZ7EXY0CkQ==,2023-03-06,USA,Marketing Automation,False,10
vuqfYU9sxm+YEcISLcu6og==,2023-05-18,USA,Customer Success,False,10
H99HfzhrJbg4CobxRYkuUA==,2022-09-24,EMEA,Marketing Automation,True,10
ZCrjrr7SNp46x1bAw6ykCQ==,2022-09-28,USA,Main App,False,10
gINlLTC/lLn8jpFk93Hspw==,2022-10-24,EMEA,Main App,True,10
p6wim3lWrEHHtQh3rSgjGg==,2023-03-29,APAC,Customer Success,False,10
CVt/UVN36ikKjU7nbJBP4w==,2023-05-16,USA,Main App,False,10
TWDA+aUZ8OPMHOtz5cPPXA==,2022-06-12,USA,Marketing Automation,False,10
qY/zppIp8tVY4Rm9h1yiRQ==,2022-09-14,EMEA,Publishing,False,15
PYw9UI3yKZZ+eGPnlSKuqQ==,2023-03-09,USA,Marketing Automation,False,10
z9fLc0FK++U3WC3nGVzgRw==,2023-03-20,APAC,Customer Success,False,10
h87JzH6DnxQ46A08zdkOrA==,2022-06-15,USA,Main App,False,10
pW9UPCIw9Szp23kX+O8OgA==,2022-12-05,USA,Main App,True,10
zT8w34g2VZlcc6thbkANjw==,2023-05-16,USA,Publishing,False,15
QAKvbCGWDq1c5jMOmhUONg==,2023-03-11,EMEA,Main App,False,10
lf9Z+z0P2DHxQTuBqjZ8NA==,2022-08-19,USA,Publishing,True,10
uwQqn3YKgOuYWaJd9IkF5g==,2023-02-11,EMEA,Publishing,False,10
hQ1DyPmqMjRTqU5u4UL4Iw==,2023-03-19,EMEA,Publishing,True,10
GUack26fnQlM2fIEQkFkUA==,2022-10-28,APAC,Customer Success,False,10
JVm8bMrpxHWNmQ7Sf+0e1w==,2023-04-29,APAC,Customer Success,False,10
LxF1OJau+7FfrZ1JDkZq4Q==,2022-06-27,USA,Publishing,True,10
Ghk2iJmzSUW4qLsmJgwOcw==,2023-04-11,USA,Marketing Automation,False,10
1epdOP8f5Eb+xPDP0+YEjw==,2023-03-21,APAC,Main App,False,10
0Lxlse3MX2A8UI7Ic0qEig==,2023-05-23,EMEA,Publishing,False,10
VTaIkhD9hJKcnvA6Kw5p9g==,2023-02-19,USA,Marketing Automation,False,15
rHES3T5JkIP3VIzNeinufA==,2022-09-27,APAC,Customer Success,True,10
Kcn/juFxlBoaSmDbtfsuRQ==,2023-02-12,USA,Marketing Automation,True,10
zFTnOgWNZJIGBABNmQUXIg==,2023-03-02,EMEA,Marketing Automation,False,10
5fdCo3MSFE4y4d/eyzC9iA==,2023-01-27,APAC,Customer Success,True,10
aOqwj+/BupqUm/OC/aJ5pA==,2023-01-29,USA,Marketing Automation,False,10
aUhHArFlOCcU0HDnX643Zw==,2023-05-22,APAC,Customer Success,False,10
2xJl1UlLC7QlpKxKilBNKw==,2023-03-19,APAC,Customer Success,True,10
GqrECaKWT3GzuJg9W+FKDA==,2023-04-20,APAC,Customer Success,False,10
AXhFHPB8ZpevzHJfw23IPQ==,2022-07-17,USA,Main App,False,10
ZtsRLjTDl87LdYUSyh0D8g==,2023-03-29,APAC,Customer Success,True,10
9LegIfPb/N2uCFuUPP4Eig==,2023-05-26,EMEA,Marketing Automation,False,10
eBei0Y1xdyUTSTczGzmLqw==,2022-11-28,USA,Main App,False,10
Jn0e1rggE949af+eOyWQ2Q==,2023-03-28,APAC,Main App,False,10
OktcNB8krXGrvXG0Nv0S/w==,2022-09-20,USA,Publishing,True,15
JXBjLuUCYShts3FH0Q9Q9Q==,2022-06-30,APAC,Customer Success,True,10
6El+Cdadnv56X4695gH8bQ==,2022-08-03,USA,Main App,False,10
SOBJoQL27e0NWjgWaXvBhw==,2022-08-27,USA,Customer Success,False,10
7RkS5ikrXwWByJobMXv2sA==,2022-11-30,USA,Main App,False,10
LbMnA7knjXxqCjTYUJQIQQ==,2022-11-02,EMEA,Publishing,False,10
P0AOjzhlb3wF9MoqvkBEhg==,2022-12-09,USA,Marketing Automation,False,10
DiXGtCevRt06EGyCwFSeAA==,2023-04-18,EMEA,Marketing Automation,False,10
xXsbtGxjJf/shWzM2IWB2A==,2023-01-05,APAC,Customer Success,False,10
ajwxO9fsQnWc5aFDWhZgNg==,2023-05-28,APAC,Main App,False,15
Jo8BT5ipdeomSqOvC+WzhQ==,2023-05-27,EMEA,Main App,True,10
Lu0lStapiKGBvFjdAeCaIA==,2023-02-26,APAC,Customer Success,False,10
kk0L+OScHHbsOUdcs8hnVQ==,2022-10-16,USA,Publishing,True,10
lNz3NCrRszQN8m8Xurl1Qw==,2023-04-19,APAC,Customer Success,False,10
IaIqxQGLtRj0OgXtZSXwew==,2022-12-10,USA,Main App,True,10
3YSwgN65Fpiv1RX5mXfhMQ==,2023-01-24,EMEA,Main App,True,10
Y3EyOZtgbBiJQGa8ham5Ag==,2022-11-18,APAC,Customer Success,False,10
dSGXNzIxO3joRVr1Eem+WQ==,2023-04-11,USA,Marketing Automation,False,15
Q0WN4gcokSxpSNBedfKfIg==,2023-04-09,EMEA,Main App,False,10
0srCqjNCjtL3ZsnU/a0BtQ==,2023-03-25,USA,Marketing Automation,True,15
k/TYy6Myc+zppDwH/RuifQ==,2022-11-20,USA,Marketing Automation,False,10
eSNMGyp8K/pGrPhHkGsu4A==,2023-05-22,APAC,Main App,False,10
8ncYOMYXeKDelzX40EnuLA==,2022-10-14,USA,Publishing,False,10
749G6+2QInypyBEARrURcA==,2022-11-14,USA,Marketing Automation,True,10
Ro8TspYHItiPUsihk0u2iw==,2023-05-02,USA,Publishing,False,10
unoAVprNoepzjDQwQzWj6A==,2023-02-10,USA,Main App,False,10
Cl6JNL5HSMBZ4rMmBvCFKA==,2023-01-18,APAC,Customer Success,False,10
7ftLe7PukuFuTPn0C2BGUw==,2023-05-16,USA,Publishing,False,15
njNG2IUeHbnoGNs20+iOZw==,2022-12-04,APAC,Customer Success,True,10
xZ1z/dnQlLPE9QrXGW7KEw==,2023-04-01,APAC,Main App,True,10
XuE5cJODl4ub6B6KYifFzQ==,2022-09-18,EMEA,Main App,False,10
IdFrnf07f1D36aWErEcfFw==,2023-02-25,APAC,Customer Success,True,10
bj22u1XtPNTTOr5pduSZtA==,2023-05-04,EMEA,Marketing Automation,False,10
SDnPz1DefXCxD1f9w+rdwA==,2023-02-26,APAC,Customer Success,False,15
bir35N2zMoXjUDxIGNYweg==,2023-05-11,USA,Marketing Automation,True,15
Yo91f+vBFbO0B+9YTs7vYg==,2023-05-17,APAC,Customer Success,False,10
RJIMaHyMnLDfXu5CKLPiZw==,2023-01-02,APAC,Customer Success,False,10
6HDmDqQBoh34Vc+bgXQQLQ==,2022-06-16,USA,Marketing Automation,True,15
UzGesEqOL7cSem+mExiCWg==,2023-01-24,EMEA,Main App,False,15
0MBHqF/oFZb7iJndJoaBQQ==,2022-07-28,USA,Main App,False,10
Jp0hnV9XOJGVV5jpFhlqgQ==,2022-08-09,USA,Customer Success,False,10
MSXLGdxtO2lVnYzH/usu1A==,2022-09-05,APAC,Customer Success,False,10
ZxxZ87IcpgSh4lQ/VSIjnA==,2023-01-25,USA,Main App,True,10
wI9ESlJDvC7vLGVNPxtUUw==,2023-03-25,USA,Customer Success,False,10
N+f7PYCUNLpOHbx2X71FEw==,2022-11-14,EMEA,Publishing,True,15
OPeo8otSio2MtUxVVuFTAg==,2022-10-12,APAC,Main App,True,10
X7cWrSWxkDMfeEvQ7vg2EQ==,2023-04-23,EMEA,Marketing Automation,False,10
wyZxb2NURBRxPfJZ+VFyeA==,2023-04-01,APAC,Main App,False,10
72brUr/DKItStlTen5pHYg==,2022-10-11,USA,Main App,False,10
ZAmKBJfi/w++FqD+Vj7uUA==,2022-11-07,USA,Publishing,False,10
i9A2ZlKcxmXyztL+S8Qwlg==,2022-10-14,USA,Main App,True,10
9LgQvuhKoQXBM+ZoLKOKPQ==,2023-03-17,USA,Main App,False,20
jfcd7Dngq/xvJfk/lHwm+w==,2022-09-28,USA,Customer Success,True,10
9U26VpwYC1aliSUokeNK6A==,2023-04-27,USA,Marketing Automation,False,10
w/6xlmHImVIEtykSN6szaQ==,2022-11-21,USA,Marketing Automation,False,10
BPaI/sxNK825SI8yKsGihA==,2023-04-07,APAC,Customer Success,False,10
FWa1GCOB2EFEJEGp6hTKEw==,2022-11-25,EMEA,Main App,False,10
HjI8n/FVfaGZ4bIEwrZPGw==,2022-07-22,USA,Marketing Automation,False,15
7A/WA/CIbw9Im0+ERRGSRg==,2023-03-28,USA,Marketing Automation,False,10
EYFqrTWxDxLAgV63wrrU+A==,2023-01-16,APAC,Customer Success,False,10
y2+ekPbFcHjLKXMDAoH/RQ==,2023-02-28,EMEA,Publishing,False,10
Qe3ykFXpGKz1cuElOpmAtQ==,2023-01-24,APAC,Main App,False,10
pEmNxaYYxGQjZKmNY89nXA==,2023-01-11,APAC,Main App,False,10
saSiJElszUy9L3dCG/c7TA==,2022-10-16,EMEA,Customer Success,False,10
tBFTAZra3r5TkHhDubnYyg==,2023-03-01,USA,Main App,False,10
bX57K/0NL2m1BEyUlJiYxQ==,2022-10-30,APAC,Customer Success,False,10
Z0W2uC8ofmQv7twIGyTW8w==,2023-02-22,APAC,Main App,True,10
tg6x6APjknmmWplCshzU+g==,2022-10-26,USA,Publishing,False,10
rH6wUlNKYiKNabssvdJgQQ==,2022-11-20,USA,Main App,True,10
ezKS72lCtvR/MvkS+YVBfg==,2022-07-25,USA,Marketing Automation,False,15
/ANyXfGUGtUS/bPw0/nW/w==,2023-02-16,USA,Marketing Automation,False,10
ow79kSCDHEZwy7MYOlJ5VA==,2023-04-17,USA,Marketing Automation,False,15
6kkCoXqORf6aeXbDIJ2PHw==,2023-02-14,EMEA,Main App,True,10
armoY/aWkfdJ1hGL0uLHOg==,2022-12-20,USA,Customer Success,True,10
YhB7BJKAj3PE3/FlEX8zMg==,2022-09-06,EMEA,Publishing,True,15
R6aBG9TzvghZNNmGufy5NQ==,2023-01-07,USA,Publishing,False,10
S6WF+rDe51w9rbiFDhOa1A==,2022-08-17,EMEA,Marketing Automation,True,10
gtUBzOmW+1PE8x4lo32dpg==,2023-01-23,USA,Publishing,False,10
kDxgCWCXbMb7uwcUeLIjog==,2023-01-27,USA,Publishing,True,15
aubi08Bz7w9fyauPbT0nAA==,2022-11-04,APAC,Customer Success,False,10
/fiPt4r5Ne2xVbFt++2JLQ==,2023-05-14,APAC,Main App,True,10
kvQncr7z0lrIi1dB8BqKzA==,2022-10-03,EMEA,Publishing,False,15
fvYhEtD56gROaXqCi9/z/Q==,2022-08-01,USA,Main App,False,10
bKcEs6h0MNDO2B4sil16tQ==,2023-05-17,EMEA,Publishing,False,10
7eYL9zF9YiYrhbri4xMmQA==,2022-11-07,APAC,Customer Success,False,10
ul5SnvqUlOQkIZEA0qgUvQ==,2022-09-23,USA,Marketing Automation,False,15
ICBVvRc9TR+qF7IoBfEWsQ==,2022-12-12,USA,Main App,True,10
O5lQA+Ya963L0Q3XIMY84g==,2022-08-06,USA,Publishing,False,15
xt/PY4N2zkZQgtlZ9Cg82w==,2022-06-09,USA,Main App,False,10
AuTTE6l3Kp4cAKT2Zip+yg==,2023-02-07,APAC,Customer Success,False,10
749G6+2QInypyBEARrURcA==,2023-04-02,USA,Marketing Automation,True,15
+osJakLn8jv4bzFmPieelw==,2022-11-20,USA,Main App,True,10
svmKWarI6o7+hoFpSgXfTw==,2023-05-17,APAC,Customer Success,False,10
6FwLj0uob8/iZUT11RjLcg==,2023-04-14,APAC,Customer Success,False,10
eNkYPqsj+ovJ29F8FV/Isg==,2023-04-10,USA,Main App,True,10
DedF1t3wV7bMGCg8ylIGZQ==,2023-05-27,USA,Marketing Automation,False,10
4hzFep40FG3eA5JhLA6VZA==,2022-07-07,USA,Publishing,False,15
SR1OdmrAXkjFEG+R0EWl2g==,2023-05-20,APAC,Main App,False,10
u8xjS7X/LqDC7uYV59DdOw==,2023-03-25,EMEA,Main App,False,10
1N8kEkeFRBNwDLp5/+8b+A==,2023-02-12,EMEA,Main App,True,10
EWqyzqfKCu/h99WRMYu1DA==,2022-06-03,USA,Main App,False,10
BE42Fj9cBAbbch80IpA8Dw==,2022-08-26,USA,Publishing,False,10
7HTa/PoR9zq2hwfi3HvqPg==,2022-06-06,APAC,Marketing Automation,True,10
FNyrCKlH4Rl4oM+eXKT0lg==,2022-12-05,APAC,Main App,False,10
uJuEVn/uxyXfLsBEd3ujHw==,2023-03-18,APAC,Main App,False,10
XJKQWeZGh/92vCL4wK5SVw==,2023-03-02,EMEA,Publishing,False,10
aQCEbuJpVKoFnJ4kwsMttw==,2022-12-23,USA,Marketing Automation,True,15
bHDodEq74W6dOxjMIo7gvg==,2023-01-18,EMEA,Main App,False,10
TQQs/ltip9H220IkdHp+eg==,2023-04-05,EMEA,Publishing,True,10
VGAaqkAJekyYfHI4CJ3mTw==,2023-01-05,EMEA,Publishing,False,15
3TfpxDVNF0T+g4S60EOCBw==,2023-04-07,USA,Customer Success,False,10
qm6ELNGkpIA/dUALUAAGFQ==,2022-08-01,APAC,Main App,False,10
HQ50EIL4qU+oLgSSTbOTJQ==,2022-12-14,EMEA,Main App,False,10
OktcNB8krXGrvXG0Nv0S/w==,2023-04-24,USA,Marketing Automation,True,10
6CG5eWzAIbX7W86KceHtCQ==,2023-03-21,APAC,Customer Success,False,15
WHwqHTWZHdOrSBFh/vackQ==,2023-05-18,USA,Publishing,True,15
uiPcmtch7uDcCeB6UaYS+w==,2023-04-05,EMEA,Marketing Automation,True,10
xJe2JKAhphEhjA05PuxXQw==,2023-03-28,APAC,Main App,True,10
/wu3RU5nKWZQnQPUGVyolQ==,2022-12-29,APAC,Customer Success,True,10
Bn211Gr6Gtp2wXLfC4ElVg==,2023-02-08,APAC,Main App,True,10
qf0BY2LFZUUX2bemsJ79wA==,2023-04-05,USA,Marketing Automation,True,15
3v8rT35Ra6ui/zatnMoTIw==,2022-12-26,USA,Main App,False,10
A0GRgt5J8Ig0U7/Q4yWNdA==,2023-05-11,APAC,Main App,False,10
CbEcJfsQDMzgaTqSfUXO+A==,2022-11-21,EMEA,Main App,True,10
IwTKg6bKZOenuGE5AYjs0w==,2022-07-30,USA,Main App,False,10
P1nSUUveOLEXCk/ZFfcKRw==,2023-02-10,APAC,Customer Success,False,10
aJ+bfHR0Crla+NBR/OHUUQ==,2022-12-21,EMEA,Publishing,False,10
ORSvkhCut21rsk0cVtJfJA==,2023-04-11,USA,Marketing Automation,False,10
F8xlrF9YnUZtYBIVnuWHeg==,2023-05-10,USA,Marketing Automation,True,10
MnsydCComQD8hbQSMbQQSw==,2023-01-04,APAC,Customer Success,False,10
Pt+WYtL/R3wwOMs26FFWzg==,2022-10-04,USA,Marketing Automation,False,10
/n2gDnojsXrfUWOUWCfr7w==,2023-03-09,USA,Customer Success,False,15
0/TklbzLDkB0dPO++S6ubw==,2023-02-26,EMEA,Marketing Automation,False,10
oPbYOT9Am/CeABjD2ZkZ/w==,2023-02-15,USA,Main App,False,10
MDMxFvgs3LfSWDWzmhZi7A==,2022-06-10,EMEA,Publishing,False,10
8HOpH2K6cauzbTOJ3Mf9Tw==,2022-11-11,APAC,Customer Success,False,10
MAkig8NeMsTs73r6K0uDpA==,2023-05-11,USA,Customer Success,False,10
ZxVayvanc0HH1KFDnwhcng==,2023-01-11,USA,Publishing,False,10
qN9XT4j3MNjK7dGGlwyvrw==,2022-12-21,USA,Marketing Automation,True,10
PR17/47Gd8xiGxWNK9a+Aw==,2022-11-18,APAC,Customer Success,False,15
eLMGtVX7CHzVFqLB9LoMMw==,2023-05-09,EMEA,Customer Success,False,10
hqOVN566d9aoqxqxC2VPMw==,2022-11-23,USA,Marketing Automation,True,10
Y2DhxHAKbavgdv9i8jdadw==,2023-01-03,APAC,Customer Success,False,10
sUKeLK+ZRsrVHju491iIWw==,2022-06-03,APAC,Marketing Automation,False,15
H23LWf1+Z9o5kvfmRIEAkw==,2023-05-19,APAC,Customer Success,False,10
6aCrRwl9I2NJ7SKoe8P59Q==,2022-10-10,EMEA,Publishing,False,10
+5JdQ99p9CwXFR0kuTEXSQ==,2023-05-04,APAC,Customer Success,False,10
6lmNnxcSVUawb2GT+PMaIg==,2023-04-21,EMEA,Publishing,False,10
dQEdsvonpHyFZfvJMxkDoA==,2023-03-29,APAC,Main App,False,10
unoAVprNoepzjDQwQzWj6A==,2023-04-24,USA,Main App,False,10
BLJoqNdsX0N++evqcQTMEg==,2023-04-04,EMEA,Publishing,False,15
G+PCL1Jo+k4D3zpLGa3+aQ==,2023-05-06,USA,Marketing Automation,True,15
0srCqjNCjtL3ZsnU/a0BtQ==,2022-10-06,USA,Marketing Automation,True,15
iG1GfeiUaaoT1pZksh8QKw==,2022-10-01,USA,Main App,False,10
izFfiA3G9Lgi5kcqa5wUoQ==,2023-01-22,APAC,Customer Success,False,10
cujFFIQL1T885eZMLaRw+w==,2023-02-06,USA,Marketing Automation,False,10
2WsW7mEdkZTrsr0pKkGi2A==,2022-11-24,APAC,Customer Success,False,10
mtIkfCKglexb1Je9L5kcyw==,2022-09-16,EMEA,Publishing,False,10
MuyhswJmBDpI4CZlTD8eGQ==,2022-10-20,APAC,Main App,False,10
FKGkcpsOwKh2xDX628ITBw==,2023-02-25,USA,Marketing Automation,False,10
Kcn/juFxlBoaSmDbtfsuRQ==,2023-02-08,USA,Publishing,True,10
wA+Rd++M6EKUppqQeb+pTw==,2022-09-03,USA,Marketing Automation,False,10
RbppUzQGGToTdqUXJi+2eA==,2022-08-29,USA,Marketing Automation,True,15
JN+DJwZv5S/PUBWx5Fs3qw==,2023-04-08,EMEA,Publishing,True,10
t47ASAU3SOBtptB7CK2Bvg==,2022-10-19,EMEA,Publishing,False,10
Noh2qJkMThBLKN18z7gKqg==,2022-07-03,EMEA,Main App,False,10
/PmbchfOE5Laar/Y+7mBWw==,2022-11-10,USA,Customer Success,False,10
uBh8T2PausCmvwBuH9x+aw==,2022-12-12,EMEA,Customer Success,False,10
RwA6agZrF5UhNIAfoLNwfw==,2023-03-16,USA,Customer Success,False,10
Ci1vP5rPU88bNND5VSdrQg==,2022-08-06,APAC,Customer Success,False,10
9vjJq/rp8vMoCaskFY4aJA==,2023-02-11,APAC,Customer Success,True,10
Y0b/TIbg/7/vmw6pLifSxg==,2022-12-01,USA,Marketing Automation,False,10
kjJIJUD2RPNjToPEOJUEcw==,2022-11-06,USA,Main App,False,10
z9ZlDH9BbkoAj6bQHDHhfg==,2023-02-10,USA,Main App,False,10
QW4xnYrF+v3jFRmqINx73Q==,2022-08-10,USA,Marketing Automation,False,20
RqswgTEkFTV6mSHdRNDGEw==,2023-01-18,EMEA,Main App,True,15
TLadOcWlCuWp5BguEb6iog==,2023-01-17,USA,Marketing Automation,True,15
MsguyVfnFDjaz2TYWl7ukw==,2023-04-29,USA,Main App,False,10
5y5Gsnvi/6lSsrZ0+RqyQw==,2023-03-18,APAC,Customer Success,False,10
TudxFlTk3KyzfZiyEjTAvw==,2022-11-26,APAC,Customer Success,False,10
LWSYDJOJsjRHN7b1MpWAoA==,2022-12-10,APAC,Publishing,True,10
lcg/J8bAGseOxfH9c547Xw==,2022-09-08,EMEA,Main App,True,10
Cd1n6mkeP6kFkVj5KnTP5A==,2022-09-23,USA,Marketing Automation,False,10
4bk2J4WlNUOb2kR2K8A8zg==,2022-07-05,USA,Main App,False,15
1jx1AjqUwE9sbCyafQnUNQ==,2022-12-09,USA,Marketing Automation,False,15
bu/uVXGENs83fUbSv+qZeQ==,2022-06-17,EMEA,Marketing Automation,False,10
ZU1vF9G4TjB+iEZ001MU3g==,2022-07-04,USA,Marketing Automation,True,20
i/06be1Dy3+uxut3JtNxMA==,2023-03-28,APAC,Customer Success,False,10
9+OEFUQE5IAhCO6ggXMm3g==,2022-11-04,USA,Main App,True,10
3LTI5SBwvTxILQrArW1CWg==,2023-02-05,APAC,Marketing Automation,False,10
XQh4B+qYu0h52d7WLFgbVw==,2022-11-28,APAC,Customer Success,False,10
xnLJlU804PSS9tXKmm7gZQ==,2022-07-09,USA,Customer Success,True,10
clmTAw+TDbb4rZnkKDt86w==,2023-01-27,APAC,Customer Success,False,10
D01zTn9oPHcSCwHUqmG3Cg==,2023-01-15,APAC,Customer Success,True,10
7HUogJvh3i7DIOJlzWwrCg==,2022-12-18,APAC,Customer Success,False,20
Bcs3CbYx2EpbL9otxlEUmg==,2022-08-10,USA,Main App,True,10
SkCCOLtqHs/f6KJ/OYKEaA==,2022-10-10,APAC,Main App,True,10
7RkS5ikrXwWByJobMXv2sA==,2023-01-03,USA,Marketing Automation,False,15
3aNnu9VgyleZeS7BmjbHrg==,2023-01-20,APAC,Customer Success,False,10
Wua5DlzLb2yNeSrcG9Xi3g==,2023-02-26,USA,Customer Success,False,10
Wg7a8gy73uJu8OS1THulHQ==,2022-11-26,USA,Marketing Automation,False,10
jv9m6j7yR3W01luvwJfMEQ==,2023-05-27,APAC,Customer Success,False,10
5H2OT72jTcAX69a9kQUkJQ==,2022-11-23,USA,Marketing Automation,False,10
bPDyvmYS2yeJoxWmBL69aQ==,2023-02-13,EMEA,Publishing,False,15
moJ5s8O1H+T1RhVJAxqtgA==,2023-02-27,USA,Main App,True,10
DRv/sM64QmDJbWfHUWOf6A==,2022-10-30,APAC,Customer Success,False,10
cDel+oAkX04zvXFMYesP3A==,2022-10-29,EMEA,Marketing Automation,False,10
nQDia1w44ideB5Md3i/06Q==,2022-11-10,EMEA,Marketing Automation,True,15
x2DESWWkHeUTmR2AMGumEg==,2022-09-28,APAC,Customer Success,False,10
H2XSbYqkymJHhITMvPRxmg==,2022-07-06,USA,Marketing Automation,True,10
Hamw6F2EZmJfI2glmE2NEg==,2023-04-02,USA,Main App,True,10
fUMi+8mAancX4dfHuUo6JA==,2023-05-17,APAC,Main App,False,10
jIjyzrVqmoDpDPhY/SY2Iw==,2022-08-03,USA,Publishing,False,10
RqpK3DXlnAhA1afbIU6uhg==,2023-04-11,APAC,Customer Success,False,10
8+7Tk5bbqEzKMjQnHXoOXg==,2023-05-28,EMEA,Publishing,False,15
t8YifNd8NLcodPzmIPaxcA==,2023-03-10,USA,Main App,True,10
JRXUr2oDH+j5TPSOrKk7IQ==,2023-04-25,APAC,Main App,False,10
jzC//xGrsrsjq3cSMVfB+w==,2023-03-26,USA,Marketing Automation,False,15
4AdPOf3EXZPCglPjyCQ6+A==,2023-01-06,USA,Marketing Automation,False,15
p/Rp0bJVV2YVSGlNnnXw+Q==,2022-07-17,EMEA,Marketing Automation,False,15
D4eteGAUFiaVgaXaeAVxnw==,2023-03-28,APAC,Main App,True,10
6iUE0SNtzpxTwDib+2FGeQ==,2022-06-29,USA,Publishing,False,10
eRma2AxDxs1F47SvAoNY6A==,2022-10-21,APAC,Main App,False,10
EhXFf3UWKexp62QXoA9huw==,2023-03-09,EMEA,Main App,False,10
piwYH1BKVpwZYhpRWTTbjA==,2023-02-01,USA,Marketing Automation,False,10
